Foto	Ref.	Dirección	Planta	m²	Nºhab.	Garaje	Precio	Fecha oferta	
	40486	CALLE TALCO, 37	BJ	27,38	1	-	375,00 €	17/10/2011	
	50919	CALLE TALCO, 46	1	42,19	3	-	480,00 €	24/08/2012	
	48078	CALLE TALCO, 5	3	45,95	3	-	500,00 €	18/04/2013	
	62285	CALLE TALCO, 62	BJ	25,2	1	-	400,00 €	13/08/2014	
	33749	CALLE TANTALO, 23	2	44,06	1	si	450,00 €	28/10/2015	
	18236	CALLE TORROX, 24	4	48	2	si	650,00 €	03/04/2013	
	57289	CALLE TRANSVERSAL SEXTA, 10	2	89	4	si	700,00 €	04/06/2013	
	59473	CALLE TRANSVERSAL SEXTA, 10	PB	73,78	3	si	550,00 €	19/11/2013	
	16570	CALLE TRANSVERSAL SEXTA, 2	2	90	3	si	550,00 €	03/10/2014	
	45148	CALLE TRANSVERSAL SEXTA, 2	3	87,67	3	si	700,00 €	30/12/2013	
	32855	CALLE TRANSVERSAL SEXTA, 2	BJ	64,68	2	si	490,00 €	16/04/2014	
	57617	CALLE TRANSVERSAL SEXTA, 32	3	56,25	2	si	450,00 €	21/06/2013	
	56342	CALLE TRANSVERSAL SEXTA, 38	BJ	61,2	3	si	700,00 €	10/05/2013	
	46997	CALLE UNANIMIDAD, 14	3	65	3	si	750,00 €	27/03/2012	
	62031	CALLE UNANIMIDAD, 59	2	90,35	3	si	600,00 €	09/07/2014	
	57600	CALLE URANIO, 2	1	40,65	3	-	550,00 €	20/06/2013	
	24199	CALLE URANIO, 4	3	45,5	3	-	475,00 €	08/01/2015	
	51999	CALLE VICENTE CARBALLAL, 4	3	28,12	1	-	395,00 €	17/11/2015	
	47410	CALLE VICENTE CARBALLAL, 5	1	76	3	-	640,00 €	09/04/2012	
	7449	CALLE VICTORINO BAYO, 13	3	56,04	3	-	550,00 €	01/04/2015	
	46480	CALLE VILLAESTAR, 4	3	70	3	-	700,00 €	08/03/2012	
	61776	CALLE VILLAFUERTE, 21	6	70	3	-	585,00 €	26/03/2015	
	52006	CALLE VILLAJOYOSA, 103	1	54,11	3	-	600,00 €	08/10/2012	
	10914	CALLE VILLAJOYOSA, 77	3	85,16	3	-	650,00 €	02/09/2015	
	49078	CALLE VILLAJOYOSA, 80	4	49,5	3	-	700,00 €	06/06/2012	
	7288	CALLE VILLAJOYOSA, 85	BAJO	53,14	3	-	500,00 €	08/05/2014	
	65735	CALLE VILLAJOYOSA, 87	2	79,36	3	-	660,00 €	15/02/2016	
	53490	CALLE VILLAJOYOSA, 90	1	74	2	-	600,00 €	07/12/2012	
	59825	CALLE VILLAJOYOSA, 94	4	91,17	4	-	700,00 €	19/11/2013	
	55250	CALLE VILLAJOYOSA, 96	5	56,7	2	-	600,00 €	22/02/2013	
	20676	CALLE VILLAJOYOSA, 96	6	54,01	3	-	575,00 €	16/06/2015	
	55695	CALLE VILLAPALACIOS, 4	2	66,95	3	-	575,00 €	29/12/2015	
	61608	CALLE VIRGEN DE LOS DESAMPARADOS, 12	5	73,4	3	-	610,00 €	06/06/2016	
	47927	CALLE VIRGEN DE LOS DESAMPARADOS, 6	6	81	3	-	770,00 €	25/04/2012	
	46381	CALLE VIRGEN DE LOS DESAMPARADOS, 8	3	73,4	3	-	630,00 €	06/03/2012	
	35066	CARRETERA CARABANCHEL A VILLAVERDE, 101	3	54	2	-	550,00 €	12/04/2013	
	52622	PASEO ALBERTO PALACIOS, 27	2	56,25	3	-	500,00 €	30/10/2012	
	32199	PASEO ALBERTO PALACIOS, 59	4	68,54	3	-	570,00 €	09/06/2014	
	49375	PASEO ALBERTO PALACIOS, 68	3	41,32	2	-	550,00 €	18/06/2012	
	62629	PASEO ALBERTO PALACIOS, 7	4º	67,37	2	-	550,00 €	03/10/2014	
	63852	PLAZA AGATA, 2	1	69,65	3	-	600,00 €	27/03/2015	

Foto	Ref.	Dirección	Planta	m²	Nºhab.	Garaje	Precio	Fecha oferta	
	40235	AVENIDA CIUDAD DE BARCELONA, 136	6	108	4	si	1450,00 €	30/08/2011	
	53697	AVENIDA CIUDAD DE BARCELONA, 148	3	105	3	si	1400,00 €	17/12/2012	
	65114	AVENIDA CIUDAD DE BARCELONA, 178	1	30	1	-	450,00 €	21/10/2015	
	50513	AVENIDA CIUDAD DE BARCELONA, 29	7	56	2	-	700,00 €	01/08/2012	
	64049	AVENIDA CIUDAD DE BARCELONA, 29	5	58	2	-	750,00 €	30/04/2015	
	47283	AVENIDA CIUDAD DE BARCELONA, 39	6º	67,2	3	-	1000,00 €	02/04/2012	
	61369	AVENIDA CIUDAD DE BARCELONA, 43	5	99,29	4	si	1200,00 €	21/04/2014	
	34429	AVENIDA CIUDAD DE BARCELONA, 55	4	31	1	-	650,00 €	14/05/2014	
	58874	AVENIDA CIUDAD DE BARCELONA, 57	2	29,7	2	-	550,00 €	17/09/2013	
	58158	AVENIDA CIUDAD DE BARCELONA, 97	4	26	1	-	550,00 €	26/07/2013	
	52290	AVENIDA CIUDAD DE BARCELONA, 97	1º	27,25	1	-	600,00 €	17/10/2012	
	52388	AVENIDA DE LA CIUDAD DE BARCELONA, 77	3	53,1	2	-	600,00 €	22/10/2012	
	57758	AVENIDA MEDITERRANEO, 43	5	65,25	2	-	900,00 €	03/07/2013	
	31056	AVENIDA MEDITERRANEO, 50	7	106,4	3	-	1000,00 €	23/06/2015	
	31636	AVENIDA MENENDEZ PELAYO, 119	3	24,24	1	-	525,00 €	21/06/2013	
	29897	AVENIDA MENENDEZ PELAYO, 35	4	92,15	3	-	1300,00 €	12/08/2013	
	42546	AVENIDA NAZARET, 13 B	8ºB	63,73	2	si	1400,00 €	31/10/2011	
	16094	CALLE ABTAO, 22	2	43	2	-	600,00 €	15/03/2013	
	27861	CALLE ALCALDE SAINZ DE BARANDA, 34	BAJO	24,25	1	-	560,00 €	23/05/2014	
	44593	CALLE ALCALDE SAINZ DE BARANDA, 55	6	99,7	3	-	1200,00 €	12/01/2012	
	52417	CALLE ALCALDE SAINZ DE BARANDA, 7	1	59,98	2	-	800,00 €	23/10/2012	
	63521	CALLE ALCALDE SAINZ DE BARANDA, 76	2º	75	3	-	1000,00 €	10/02/2015	
	32679	CALLE ALCALDE SAINZ DE BARANDA, 8	2	57,3	2	-	680,00 €	08/08/2014	
	59835	CALLE ALCALDE SAINZ DE BARANDA, 86	3	69,3	3	-	800,00 €	19/11/2013	
	60096	CALLE ANDRES TORREJON, 10	1	39	1	-	665,00 €	17/12/2013	
	12332	CALLE ANTONIO ACUÑA, 23	3	55,85	2	-	850,00 €	03/04/2009	
	53861	CALLE ANTONIO ARIAS, 10	1	100	3	-	1500,00 €	26/12/2012	
	41655	CALLE ANTONO ACUÑA, 23	4	39,94	2	-	800,00 €	20/03/2013	
	60055	CALLE ARREGUI Y ARUEJ, 27	2	96,87	3	-	870,00 €	13/12/2013	
	17957	CALLE ARREGUI Y ARUEJ, 3	2	75,28	3	-	1000,00 €	30/06/2015	
	58988	CALLE ARREGUI Y ARUEJ, 7	BAJO	32,85	1	-	550,00 €	24/09/2013	
	55323	CALLE ASTROS, 14	1	93,69	3	-	1000,00 €	26/02/2013	
	41017	CALLE C/VALDERRIBAS, 24	6	74	3	-	1215,00 €	22/09/2011	
	58650	CALLE CASADO DEL ALISAL, 14	2		1	-	750,00 €	03/09/2013	
	59512	CALLE CAVANILLES, 26	2	31,5	1	-	600,00 €	24/10/2013	
	38698	CALLE CAVANILLES, 28	3	51	2	-	750,00 €	16/04/2015	
	34813	CALLE CAVANILLES, 39	7	59,4	3	si	850,00 €	21/02/2011	
	34814	CALLE CAVANILLES, 39	7	50,4	3	-	800,00 €	21/02/2011	
	60458	CALLE CIUDAD DE BARCELONA, 31	2	51	2	-	750,00 €	24/01/2014	
	55776	CALLE COCHERAS, 4	5	66	2	si	1100,00 €	19/03/2013	
	58299	CALLE COMERCIO, 4	6	63,4	1	-	850,00 €	07/08/2013	
	63991	CALLE CRUZ DEL SUR, 12	8	64,81	3	-	900,00 €	22/04/2015	
	5372	CALLE CRUZ DEL SUR, 24	5	65	3	-	800,00 €	08/09/2008	
	57095	CALLE DOCE DE OCTUBRE, 10	2	35,93	3	-	950,00 €	23/05/2013	
	53845	CALLE DOCE DE OCTUBRE, 13	7	89,06	4	-	1000,00 €	26/12/2012	
	54414	CALLE DOCE DE OCTUBRE, 34	BAJO	53,77	2	-	900,00 €	18/01/2013	
	1115	CALLE DOCTOR ESQUERDO, 171	6	82,5	3	-	900,00 €	11/09/2015	
	64805	CALLE DOCTOR LAGUNA, 9	14	50	2	-	1400,00 €	01/09/2015	
	38879	CALLE DOCTOR VELASCO, 4	2	101,35	3	-	1200,00 €	06/07/2011	
	63654	CALLE DR. ESQUERDO, 178	7	82	3	-	800,00 €	03/03/2015	
	55380	CALLE DUQUE DE SESTO, 38	6	91,06	3	-	1650,00 €	01/03/2013	
	44367	CALLE FEDERICO MORENO TORROBA, 1	6	102	3	-	1250,00 €	04/01/2012	
	48998	CALLE FRANCISCO ABRIL, 6	2	49,2	2	si	850,00 €	08/06/2015	
	30367	CALLE GANDIA, 4	3	46,8	2	-	600,00 €	02/07/2014	
	24471	CALLE GANDIA, 6	1	43,65	2	-	700,00 €	03/03/2016	
	61718	CALLE GANDIA, 8	8	51	2	-	700,00 €	30/05/2014	
	13486	CALLE GANDIA, 8	6	48	2	-	800,00 €	11/03/2016	
	59015	CALLE GENERAL LACY, 8	BJ	51,14	4	-	830,00 €	25/09/2013	
	63527	CALLE GRANADA, 22	5	77	3	-	900,00 €	11/02/2015	
	59038	CALLE GRANADA, 31	1	29,45	1	-	500,00 €	26/09/2013	
	179418	CALLE GRANADA, 4	SS	46	2	-	700,00 €	09/03/2016	
	61341	CALLE GRANADA, 42	6	39	2	-	600,00 €	15/04/2014	
	47299	CALLE GRANADA, 42	3	35	2	-	620,00 €	03/04/2012	
	50948	CALLE GRANADA, 42	5	32	1	-	500,00 €	27/08/2012	
	38622	CALLE GUTENBERG, 3	3	90	3	-	900,00 €	27/01/2016	
	46882	CALLE IBIZA, 16	2	31,5	2	-	750,00 €	21/03/2012	
	65362	CALLE IBIZA, 41	1	106	3	si	1400,00 €	03/12/2015	
	10548	CALLE JATIVA, 15	6	130	4	si	1550,00 €	26/08/2014	
	46511	CALLE JATIVA, 4	5	72	3	si	1100,00 €	08/03/2012	
	61788	CALLE JUAN DE JUANES, 8	1	81,13	3	si	900,00 €	06/06/2014	
	43780	CALLE JUAN DE URBIETA, 14	1	38,1	2	-	700,00 €	13/12/2011	
	55340	CALLE JUAN DE URBIETA, 34	1	33,11	1	-	575,00 €	27/02/2013	
	46650	CALLE JUAN DE URBIETA, 44	2	44	2	-	750,00 €	13/03/2012	
	64784	CALLE JUAN DE URBIETA, 6	5	74,7	3	-	1100,00 €	28/08/2015	
	55543	CALLE JULIAN GAYARRE, 16	1	28,8	2	-	600,00 €	07/03/2013	
	62047	CALLE LIRA, 6	5	106,7	4	-	1200,00 €	10/07/2014	
	45771	CALLE LOPE DE RUEDA, 50	3	38,25	2	-	800,00 €	15/01/2015	
	63873	CALLE LOS ASTROS, 11	3	92,35	3	-	1200,00 €	31/03/2015	
	58082	CALLE LOS MESEJO, 9	2			-	950,00 €	23/07/2013	
	63789	CALLE LUIS MITJANS, 26	1	56	3	-	700,00 €	20/03/2015	
	59430	CALLE LUIS MITJANS, 42	3	50	1	-	660,00 €	18/10/2013	
	17133	CALLE LUIS MITJANS, 42	3	50,47	1	-	650,00 €	05/12/2013	
	62314	CALLE MARQUES DE LOZOYA, 6	12	140	4	si	1350,00 €	21/08/2014	
	3002	CALLE MENENDEZ PELAYO, 40	BAJO	44,74	2	-	700,00 €	27/03/2013	
	28283	CALLE MENENDEZ PELAYO, 51	2	63	2	-	750,00 €	01/07/2014	
	53442	CALLE MENORCA, 21	1	36	3	-	600,00 €	04/12/2012	
	53441	CALLE MENORCA, 21	BJO	45	2	-	500,00 €	04/12/2012	
	53437	CALLE MENORCA, 21	BJO	33	2	-	400,00 €	04/12/2012	
	44867	CALLE MENORCA, 4	BAJO	70,2	3	-	900,00 €	20/01/2012	
	54522	CALLE MORETO, 9	5	52,38	1	-	1500,00 €	23/01/2013	
	54819	CALLE NARCISO SIERRA, 11	6	46,8	2	-	750,00 €	05/02/2013	
	58700	CALLE NARVAEZ, 60	02	44	2	-	725,00 €	28/05/2014	
	52859	CALLE NARVAEZ, 72	3	23	1	-	600,00 €	08/11/2012	
	50354	CALLE NARVAEZ, 72	2	26	1	-	450,00 €	26/07/2012	
	4850	CALLE NARVAEZ, 72	4	40	2	-	600,00 €	21/08/2012	
	59081	CALLE NARVAEZ, 72	7	38,13	2	-	850,00 €	18/03/2016	
	15522	CALLE O´DONNELL, 36	2	108	5	-	1200,00 €	24/09/2015	
	4372	CALLE PAJARITOS, 1	1	97	2	-	825,00 €	06/07/2015	
	26590	CALLE PATIO DE LA LITOGRAFIA, 2	2	69	2	-	700,00 €	03/04/2013	
	30756	CALLE PEZ VOLADOR, 18	SS	53,92	2	-	750,00 €	01/09/2015	
	56772	CALLE PEZ VOLADOR, 18	5	47,07	2	-	750,00 €	08/05/2013	
	64489	CALLE PIO BAROJA, 2	1	60,52	2	-	1000,00 €	07/07/2015	
	48420	CALLE SALIENTE, 1	5	53	1	si	750,00 €	14/05/2012	
	47069	CALLE SANCHEZ BARCAIZTEGUI, 14	3	42,3	1	-	650,00 €	27/03/2012	
	62342	CALLE SANCHEZ BARCAIZTEGUI, 29	3	51,8	2	-	750,00 €	26/08/2014	
	45853	CALLE TELLEZ, 22	8	42,58	1	si	1100,00 €	20/02/2012	
	33431	CALLE VALDERRIBAS, 10	1-B	70	2	-	850,00 €	29/09/2015	
	30091	CALLE VALDERRIBAS, 32	6	58,2	2	-	600,00 €	09/09/2015	
	50181	CALLE VALDERRIBAS, 35	5	58,79	2	-	750,00 €	24/07/2012	
	48559	CALLE VALDERRIBAS, 77	4	58	1	si	950,00 €	18/05/2012	
	48151	CALLE VAQUERIAS, 8	1	76	3	-	1350,00 €	03/05/2012	
	52593	CALLE VICENTE CABALLERO, 6	BJ	39,02	0	-	700,00 €	29/10/2012	
	42073	PASAJE CAN MENOR, 10	BJ	68	2	-	750,00 €	20/10/2011	
	65524	PASAJE LINCE, 8	2	62,78	3	-	775,00 €	08/01/2016	
	60815	PASEO DOCTOR LAGUNA, 9	2	54	2	-	1200,00 €	24/02/2014	
	8151	PASEO REINA CRISTINA, 12	3	43,75	1	-	700,00 €	06/05/2013	
	64277	PASEO REINA CRISTINA, 19	1	106,064	4	si	1600,00 €	03/06/2015	
	46932	PLAZA DOCTOR LAGUNA, 12	4	54,88	2	-	1000,00 €	22/03/2012	
	2293	PLAZA DOCTOR LAGUNA, 9	9	54,88	1	-	1200,00 €	03/03/2016	
	45043	PLAZA PERSEO, 3	4	52	2	-	800,00 €	26/01/2012	
	28092	PLAZA PERSEO, 3	2	54	2	-	780,00 €	30/07/2013	
	62810	TRAVESÍA DE TELLEZ, 6	3	120	4	-	1350,00 €	28/10/2014	
	64564	TRAVESÍA TELLEZ, 7	8	43,08	1	si	1300,00 €	15/07/2015	
	39064	TRAVESÍA TELLEZ, 8	4	140	3	si	1600,00 €	06/06/2014	

Foto	Ref.	Dirección	Planta	m²	Nºhab.	Garaje	Precio	Fecha oferta	
	64131	AVENIDA DOCTOR GARCIA TAPIA, 159	4	55,97	1	si	650,00 €	12/05/2015	
	58004	CALLE ABADA, 5	3	88,2	4	-	1200,00 €	07/07/2014	
	52610	CALLE ABADES, 6	4	51,7	3	-	800,00 €	30/10/2012	
	59277	CALLE ACEUCHAL, 17	2	75,8	2	si	630,00 €	10/10/2013	
	61095	CALLE ACUERDO, 39	2	44,26	2	-	670,00 €	24/03/2014	
	39849	CALLE AGUILAR DE CAMPOO, 8	PB	52,02	2	-	690,00 €	19/08/2011	
	46070	CALLE ALAMILLO, 2	2	38,28	1	-	950,00 €	24/02/2012	
	49320	CALLE ALMADEN, 19	1	78	4	-	1100,00 €	14/06/2012	
	23609	CALLE ALMADÉN, 8	3	25	1	-	500,00 €	05/05/2015	
	59108	CALLE ALMONACID, 10	BAJO	50		-	500,00 €	01/10/2013	
	56659	CALLE ALONSO CASTRILLO, 2	2	90	4	-	1000,00 €	03/05/2013	
	49263	CALLE AMANIEL, 1	4	45	2	si	1100,00 €	13/06/2012	
	52680	CALLE AMANIEL, 23	1	25,47	1	-	550,00 €	02/11/2012	
	37912	CALLE AMANIEL, 28	B	48,85	1	-	990,00 €	19/05/2014	
	15877	CALLE AMANIEL, 6	1	30	1	-	700,00 €	06/03/2013	
	28259	CALLE AMNISTIA, 1	5	29,8	1	-	570,00 €	23/03/2015	
	59226	CALLE AMOR DE DIOS, 13	5	36,99	1	-	680,00 €	08/10/2013	
	47882	CALLE AMPARO, 12	4	335	2	-	685,00 €	24/04/2012	
	58557	CALLE AMPARO, 14	3	25,17	0	-	450,00 €	28/08/2013	
	50326	CALLE AMPARO, 20	3º	25,2	1	-	530,00 €	24/07/2012	
	63710	CALLE AMPARO, 20	BAJO	25	1	-	500,00 €	12/03/2015	
	45422	CALLE AMPARO, 59	4	43	1	-	750,00 €	07/02/2012	
	52197	CALLE AMPARO, 74	4	103,14	1	-	850,00 €	15/10/2012	
	64303	CALLE AMPARO, 76	2	20	1	-	550,00 €	08/06/2015	
	59193	CALLE ANDRES BORREGO, 17	2	27	1	-	475,00 €	07/10/2013	
	58435	CALLE ANGEL LARRA, 5	4º	38,83	2	-	600,00 €	19/08/2013	
	53755	CALLE ANICETO MARINAS, 106	3	69,8	2	-	950,00 €	18/12/2012	
	52101	CALLE ANSAR, 86	B	42,2	3	-	550,00 €	14/01/2014	
	47741	CALLE ANTONIO FLORES, 4	BJ	170	4	si	1750,00 €	18/04/2012	
	64658	CALLE APAREJADORES, 6	3	45,36		-	500,00 €	31/07/2015	
	49755	CALLE ARGUMOSA, 27	2	31,5	1	-	675,00 €	03/07/2012	
	52098	CALLE ARRIAGA, 65	2	62,64	3	-	700,00 €	10/10/2012	
	43099	CALLE ATOCHA, 101	1	105	3	-	950,00 €	10/04/2015	
	55219	CALLE ATOCHA, 116	1	49,5	2	-	690,00 €	21/02/2013	
	49803	CALLE ATOCHA, 28	4	25,41	1	-	600,00 €	04/07/2012	
	49308	CALLE ATOCHA, 47	2	39	1	-	700,00 €	14/06/2012	
	63994	CALLE AUGUSTO FIGUEROA, 8	3	27	1	-	900,00 €	22/04/2015	
	48268	CALLE AVE MARIA, 29	3	54	1	si	950,00 €	09/05/2012	
	56323	CALLE AVE MARIA, 42	1	31,64	2	-	500,00 €	16/04/2013	
	62767	CALLE BALLESTA, 26	1	21,53	1	-	450,00 €	22/10/2014	
	27031	CALLE BALLESTA, 7	2	26	1	-	400,00 €	09/08/2013	
	56008	CALLE BALLESTA, 7	2	26	1	-	430,00 €	02/04/2013	
	53421	CALLE BARCELONA, 20	2º	79,91	3	-	550,00 €	04/12/2012	
	36928	CALLE BARCO, 13	4	33	1	-	625,00 €	01/08/2014	
	51270	CALLE BARCO, 31	ATICO	32,49	1	-	600,00 €	10/09/2012	
	57279	CALLE BARCO, 40	4	25	1	-	575,00 €	03/06/2013	
	48481	CALLE BARCO, 40	3	26,1	1	-	650,00 €	16/05/2012	
	50076	CALLE BARCO, 45	2	50	1	-	950,00 €	20/08/2014	
	36976	CALLE BARQUILLO, 36	2	25	1	-	600,00 €	19/06/2012	
	29594	CALLE BASTERO, 7	B	18	1	-	550,00 €	08/01/2013	
	18646	CALLE BERNARDO LOPEZ GARCIA, 1	3	90,1	3	-	1650,00 €	20/10/2009	
	57800	CALLE BOLIVAR, 18	2	46,6	1	si	850,00 €	04/07/2013	
	55003	CALLE BOLIVAR, 5	3º	43	2	-	550,00 €	12/02/2013	
	44831	CALLE BRONCE, 21	BJ	31,5	1	-	570,00 €	19/01/2012	
	58124	CALLE CABALLERO DE GRACIA, 22	2	45	1	-	800,00 €	25/07/2013	
	45894	CALLE CABESTREROS, 15	1	36	1	-	600,00 €	20/02/2012	
	40079	CALLE CABESTREROS, 7	3	56	1	-	720,00 €	26/08/2011	
	49085	CALLE CABEZA, 44	5	56,9	2	-	1100,00 €	06/06/2012	
	42693	CALLE CALATRAVA, 11	4	24,3	1	-	600,00 €	02/10/2013	
	42728	CALLE CALATRAVA, 23	3	18,35	1	-	495,00 €	07/11/2011	
	39971	CALLE CALATRAVA, 38	PB	42,3	1	-	700,00 €	23/08/2011	
	50342	CALLE CAMINO VIEJO DE LEGANES, 101	10	88,32	3	-	600,00 €	15/06/2015	
	61181	CALLE CAÑIZARES, 1	2	41,41	1	-	800,00 €	31/03/2014	
	65131	CALLE CARDENAL VICENTE ENRIQUE Y TARANCON, 12	1	80,96	3	si	900,00 €	27/10/2015	
	63601	CALLE CAROLINA CORONADO, 28	5	49	2	-	700,00 €	23/02/2015	
	50837	CALLE CARRETAS, 33	4	61	1	-	850,00 €	20/08/2012	
	49785	CALLE CASTO PLASENCIA, 13	4	39,123	1	-	570,00 €	08/05/2015	
	19381	CALLE CASTO PLASENCIA, 13	2	33,27	2	-	650,00 €	13/05/2014	
	56611	CALLE CASTO PLASENCIA, 6	4	50,1	1	-	650,00 €	30/04/2013	
	59698	CALLE CEBREROS, 11	3	65,88	2	-	550,00 €	11/11/2013	
	53460	CALLE CERVANTES, 24	2	46	1	-	750,00 €	05/12/2012	
	45115	CALLE CHURRUCA, 10	5	56,7	3	-	1200,00 €	27/01/2012	
	45111	CALLE CHURRUCA, 10	6	56,7	3	-	1200,00 €	27/01/2012	
	41434	CALLE CONCEPCION JERONIMA, 18	4	27	1	-	590,00 €	22/10/2012	
	49262	CALLE CONDE DE MIRANDA, 1	2	44	2	-	700,00 €	03/02/2014	
	6268	CALLE CONDE DUQUE, 44	6	53,6	1	-	800,00 €	11/07/2013	
	7861	CALLE CORREDERA ALTA DE SAN PABLO, 12	2	55	2	-	800,00 €	14/08/2013	
	51683	CALLE CORREDERA BAJA DE SAN PABLO, 12	1	48	1	-	875,00 €	24/09/2012	
	43324	CALLE CORREDERA BAJA DE SAN PABLO, 22	1	60,48	1	-	900,00 €	11/11/2015	
	60525	CALLE CORREO, 4	5	31	1	-	550,00 €	28/07/2014	
	29929	CALLE CORREO, 4	5	25	1	-	500,00 €	23/04/2013	
	42057	CALLE COSTANILLA DE LOS ANGELES, 8	4	30,35	1	-	600,00 €	08/04/2015	
	50026	CALLE COSTANILLA DE LOS DESAMPARADOS, 11	2	18,4	1	-	700,00 €	12/07/2012	
	55983	CALLE COSTANILLA DE SAN ANDRES, 14	BAJO	42,5	1	-	800,00 €	01/04/2013	
	27551	CALLE COSTANILLA DE SAN VICENTE, 5	3	82,35	2	si	1350,00 €	01/07/2014	
	8455	CALLE COSTANILLA SAN PEDRO, 8	4	40	1	-	700,00 €	27/11/2015	
	49786	CALLE CRUZ, 10	2º	35,46	1	-	650,00 €	04/07/2012	
	58652	CALLE CUESTA DE SAN VICENTE, 38	5	73,1	1	-	860,00 €	04/09/2013	
	40804	CALLE DE LA BALLESTA, 7	2	24,18	1	-	300,00 €	16/09/2011	
	41384	CALLE DE LOS REYES, 16	1	66,5	2	-	1100,00 €	24/06/2014	
	51600	CALLE DEL   ALMENDRO, 10	4	45,25	3	-	1000,00 €	19/09/2012	
	55211	CALLE DEL PRADO, 7	6	24,28	1	-	600,00 €	21/02/2013	
	179435	CALLE DEL TESORO DE MADRID, 30	2º	29,8	1	-	700,00 €	11/03/2016	
	41263	CALLE DIVINO PASTOR, 32		78,5	2	si	1500,00 €	29/09/2011	
	63811	CALLE DOCE DE OCTUBRE, 19	4	70	3	-	750,00 €	23/03/2015	
	50032	CALLE DOCTOR DRUMEN, 6	5	95	3	si	1300,00 €	26/09/2014	
	64001	CALLE DOCTOR FOURQUET, 37	2	55,17	4	-	650,00 €	23/04/2015	
	52542	CALLE DOÑA BERENGUELA, 17	1	54,2	3	-	900,00 €	26/10/2012	
	61212	CALLE DOS HERMANAS, 6	1	65,57	2	-	700,00 €	02/04/2014	
	47696	CALLE DUQUE DE FERNAN NUÑEZ, 3	3	45	1	-	600,00 €	17/04/2012	
	54380	CALLE ECHEGARAY, 3	1º	42	1	-	600,00 €	17/01/2013	
	60430	CALLE EDUARDO RIVAS, 13	2	49	2	-	500,00 €	12/02/2014	
	32404	CALLE EMBAJADORES, 10	3	89,352	3	-	1100,00 €	21/12/2010	
	52252	CALLE EMBAJADORES, 141	1	65	3	-	850,00 €	17/10/2012	
	55704	CALLE EMBAJADORES, 173	4	71,91	3	-	900,00 €	14/03/2013	
	50507	CALLE EMBAJADORES, 2	5	53,85	1	-	620,00 €	01/08/2012	
	59376	CALLE EMBAJADORES, 58	3	27,27	1	-	600,00 €	16/10/2013	
	62470	CALLE EMBAJADORES, 66	3	46	2	-	800,00 €	11/09/2014	
	64907	CALLE EMILIO RABOSO, 13	2	37,85	1	si	800,00 €	16/09/2015	
	36288	CALLE ENCOMIENDA, 20	2	26	2	-	575,00 €	06/03/2013	
	44932	CALLE ESCUADRA, 1	4	21,6	1	-	680,00 €	23/01/2012	
	36091	CALLE ESPADA, 12	4	32	1	-	500,00 €	06/06/2014	
	29206	CALLE ESPERANZA, 17	4	31	1	-	500,00 €	13/02/2013	
	54780	CALLE ESTRELLA DENEBOLA, 21	5	44,4	1	si	800,00 €	05/02/2013	
	61819	CALLE ESTRELLA, 3	2	38,7	1	-	700,00 €	10/06/2014	
	64717	CALLE EZEQUIUEL SOLANA, 46	3	63	3	-	675,00 €	13/08/2015	
	60890	CALLE FACTOR, 3	1	56	1	-	925,00 €	04/03/2014	
	62806	CALLE FE, 9	1	30	1	-	475,00 €	27/10/2014	
	40626	CALLE FE, 9	3	59,47	2	-	750,00 €	04/06/2013	
	53446	CALLE FE, 9	4	27,45	1	-	625,00 €	12/03/2013	
	58057	CALLE FEDERICO CARLOS SAINZ DE ROBLES, 13	4	77,4	2	-	950,00 €	08/01/2015	
	56395	CALLE FLORENCIO GARCIA, 11	3º	70,55	3	-	600,00 €	18/04/2013	
	44979	CALLE FRAY CEFERINO GONZALEZ, 10	4	38,54	1	-	600,00 €	24/01/2012	
	22031	CALLE FRAY CEFERINO GONZÁLEZ, 10	1	36	1	-	650,00 €	30/04/2014	
	63970	CALLE FRAY CEFERINO GONZALEZ, 12	1	39	1	-	700,00 €	20/04/2015	
	57520	CALLE FRAY CEFERINO GONZALEZ, 14	2	81	2	-	900,00 €	14/06/2013	
	60264	CALLE FRAY CEFERINO GONZALEZ, 9	3	47,22	3	-	700,00 €	09/01/2014	
	42968	CALLE FUENCARRAL, 42	1	100	3	-	900,00 €	15/11/2011	
	49389	CALLE FUENCARRAL, 73	4	23		-	750,00 €	18/06/2012	
	47751	CALLE FUENTES, 5	2º	52,3	1	-	550,00 €	04/12/2013	
	50990	CALLE GALLO, 22	3	46	3	-	500,00 €	29/08/2012	
	41866	CALLE GARCIA PAREDES, 30	2	38,7	2	-	850,00 €	23/01/2013	
	43812	CALLE GENERAL CASTAÑOS, 7	5	90	3	-	650,00 €	10/06/2013	
	56121	CALLE GENERAL PARDIÑAS, 13	4	37	1	-	800,00 €	08/04/2013	
	65029	CALLE GENERAL ROMERO BASART, 44	1	67	3	-	550,00 €	07/10/2015	
	58519	CALLE GOBERNADOR, 18	PB	65	3	-	900,00 €	26/08/2013	
	32220	CALLE GOBERNADOR, 2	BJ	90,8	3	-	1000,00 €	10/06/2014	
	54044	CALLE HORTALEZA, 15	5	79,1	2	-	1100,00 €	04/01/2013	
	49818	CALLE HORTALEZA, 37	1	64,8	1	-	1200,00 €	04/07/2012	
	49369	CALLE HORTALEZA, 52	3	78,85	1	-	900,00 €	18/06/2012	
